avrora,3.067256,4.567707799999999
batik,,
biojava,2.379705,4.6375003999999995
cassandra,10.034609,11.2231273
fop,5.5517245,6.47448645
graphchi,2.782709,16.713555
h2,19.557294,54.4986466
h2o,20.8216245,20.993369
jython,5.44329,6.172926199999999
luindex,2.418952,2.80099875
lusearch,2.287997,2.5095588
pmd,26.560908,37.329621800000005
sunflow,3.273638,4.2210475999999995
tomcat,6.805013,7.853383899999996
xalan,3.21481,4.8378970999999975
zxing,2.495248,10.28471025
